ID,ProductName,Quantity,InvoiceNumber,CustomerID,PaymentMethod,InvoiceGenDate
9800857,Insane 5,7,88913621894,9800857,Card,11/12/2020 13:27
9164175,Hunch 4,59,72483707403,9164175,Cash,12/10/2020 8:28
4708419,Jordan 5,36,19439811931,4708419,Cash,10/13/2020 10:02
6840105,Free Run 9,82,52854483814,6840105,Card,11/7/2020 5:13
7868528,Jordan Pro 5,29,24547630023,7868528,Cash,10/29/2020 11:09
8869821,Max 8,77,65113994379,8869821,Card,12/12/2020 5:44
2426168,Exer 3,58,11898960524,2426168,POD,12/7/2020 17:19
5276329,Com 4,23,11345799792,5276329,Card ,1/25/2021 13:07
2621414,Raft 6,67,63379912682,2621414,Card,1/22/2021 21:45
300565,Insane 8,40,56651139392,300565,POD,11/14/2020 16:29
4322832,Max 4,63,78920740102,4322832,Cash,12/6/2020 14:59
8052281,Jordan 1,45,51052666863,8052281,Card,12/29/2020 16:30
6493857,Jordan 10,98,89195479756,6493857,Cash,12/6/2020 20:01
3559807,Air Max 4,79,76549684276,3559807,POD,1/31/2021 3:24
8670022,Free Run 5,9,61549279734,8670022,Card,12/3/2020 23:04
5413418,Air Max 3,14,41221558344,5413418,Card,11/7/2020 20:43
7735766,Soccer 1,45,79150440086,7735766,Card ,11/12/2020 5:34
834084,Air Max 5,3,41122448388,834084,Card,2/9/2021 9:59
3261223,Jordan 4,12,14591038167,3261223,Card,12/26/2020 20:37
1486725,Com 3,97,28183986866,1486725,Cash,11/14/2020 8:54
6009827,Insane 8,57,51330347766,6009827,Cash,12/20/2020 20:10
8830471,Hunch 2,100,79366737809,8830471,Card,12/18/2020 2:35
1855211,Max 1,62,73651832089,1855211,POD,11/5/2020 3:01
3624213,Soccer 6,92,14639487898,3624213,Card ,1/9/2021 8:06
2889480,Raft 4,30,82406519170,2889480,Card,11/15/2020 23:25
6491709,Exer 9,42,39687465734,6491709,Cash,12/3/2020 21:10
8317370,Run Max 2,20,50901907202,8317370,Cash,11/23/2020 1:16
2928705,Hunch 4,68,77908318754,2928705,Cash,1/10/2021 10:36
7392602,Air Max 4,15,71976813897,7392602,Cash,1/4/2021 19:28
6992553,Insane 7,86,47225400406,6992553,Card,12/13/2020 7:27
1642484,Exer 2,6,40469264086,1642484,Cash,1/9/2021 16:24
314564,Free Run 6,13,77904497431,314564,Card,12/31/2020 1:02
7511538,Soccer 2,8,97139685591,7511538,POD,1/22/2021 23:17
4034663,Free Run 4,57,29654522990,4034663,Card,1/17/2021 12:09
7636927,Run Max 3,54,42531435637,7636927,Card,10/19/2020 18:00
3066679,Free Run 6,20,29125388801,3066679,Card,1/9/2021 23:24
5958407,Air 10,4,64908281880,5958407,Card,11/15/2020 12:11
4330680,Run Max 1,5,23760536023,4330680,Cash,12/14/2020 11:37
2135353,Air 1,94,70544853294,2135353,Card ,10/23/2020 23:42
9204991,Pro Run 9,15,43480731751,9204991,Cash,12/4/2020 17:20
5461693,Insane 7,13,28137696423,5461693,Card,12/8/2020 3:57
4513822,Com 9,35,92860374484,4513822,Card,11/24/2020 15:01
5781769,Jordan Pro 3,31,85474010597,5781769,Card ,12/24/2020 15:05
1021872,Exer 5,60,62905257729,1021872,Cash,1/15/2021 0:23
3587059,Jordan Pro 4,3,90053492308,3587059,Card,12/21/2020 14:32
3643945,Jordan Pro 9,73,11317059189,3643945,POD,10/14/2020 0:55
4989748,Jordan Pro 6,71,40222801328,4989748,Cash,12/24/2020 10:09
5941337,Soccer 2,92,38329838872,5941337,Cash,1/26/2021 23:57
7389749,Com 6,84,12304053045,7389749,POD,11/3/2020 3:42
1164416,Free Run 10,47,67103132277,1164416,Card,12/11/2020 16:55
5589255,Run Max 10,16,96586458552,5589255,POD,10/18/2020 1:58
2592653,Com 5,46,11060043253,2592653,Cash,10/28/2020 6:11
4599889,Exer 1,89,20764028464,4599889,POD,11/3/2020 6:19
6050213,Raft 6,34,47623088410,6050213,Card,10/13/2020 4:54
6987793,Pro Run 5,42,22889981183,6987793,Card,12/25/2020 17:51
7684778,Jordan Pro 1,61,30382193992,7684778,Card,1/24/2021 5:51
877844,Insane 5,59,58977594166,877844,POD,12/15/2020 3:55
8015982,Raft 7,57,12105709475,8015982,Card,12/6/2020 21:05
6066983,Free Run 8,93,39746099540,6066983,POD,11/14/2020 8:44
3648832,Jordan Pro 8,24,53453371219,3648832,Card,1/9/2021 2:53
4940325,Air Max 1,53,55342740354,4940325,POD,10/2/2020 23:16
6595327,Com 8,90,98846237427,6595327,POD,12/6/2020 17:16
2345252,Free Run 5,84,26030652318,2345252,Cash,1/21/2021 23:24
1221369,Run Max 2,11,48203284385,1221369,Card,11/29/2020 2:03
8700695,Free Run 5,72,24850217076,8700695,Cash,10/11/2020 8:58
3237638,Jordan 3,35,82068753594,3237638,Card,11/18/2020 3:21
6183435,Free Run 7,59,30244094452,6183435,Cash,11/1/2020 8:19
4869081,Insane 1,65,24189031528,4869081,Cash,12/4/2020 20:06
6228691,Max 9,90,50647678970,6228691,Card,12/3/2020 21:30
7214809,Soccer 2,3,25493048661,7214809,Card,1/23/2021 17:42
9180609,Run 7,95,93199869012,9180609,Card,10/31/2020 1:20
7885029,Run Max 1,68,70394695119,7885029,Card,10/25/2020 18:18
6475098,Soccer 6,12,67634069601,6475098,Cash,1/4/2021 14:19
7882728,Run Max 1,49,23753642707,7882728,Card,11/8/2020 14:05
2238957,Free Run 3,85,23645286805,2238957,POD,1/4/2021 20:44
8019517,Air Max 6,58,72752195477,8019517,Cash,11/3/2020 16:19
601621,Free Run 5,8,62959874727,601621,Card,11/21/2020 22:18
9823045,Air Max 3,92,62637067684,9823045,Card ,11/20/2020 20:47
6285308,Soccer 8,9,62350012651,6285308,Card,11/28/2020 20:50
3287599,Run Max 5,25,14696202658,3287599,Card,12/4/2020 19:52
288920,Jordan Pro 7,40,11280593179,288920,Card,2/2/2021 8:10
6037058,Run Max 2,39,94288950243,6037058,Card,10/10/2020 8:11
180403,Air Max 6,51,30270073980,180403,Cash,12/16/2020 4:18
2437290,Run 9,22,29670721902,2437290,Card,12/15/2020 6:38
2607415,Soccer 2,36,52319178560,2607415,Card,11/11/2020 20:21
5777791,Jordan 7,63,67105237087,5777791,Card ,12/19/2020 23:05
2216671,Air Max 8,80,99622108016,2216671,Card,10/23/2020 19:36
1160553,Insane 2,17,59480596065,1160553,Cash,12/13/2020 22:20
5996465,Jordan Pro 4,18,92948999170,5996465,Cash,10/22/2020 0:48
3870483,Insane 8,24,93785604354,3870483,Card,12/6/2020 22:59
7057184,Jordan 10,58,20456373869,7057184,Cash,2/5/2021 20:14
997030,Soccer 6,48,35795872655,997030,Card ,1/12/2021 1:07
9263827,Jordan 10,73,48259961774,9263827,POD,10/6/2020 19:56
1344992,Jordan 2,91,86404970159,1344992,POD,2/10/2021 3:25
4566667,Air Max 9,56,72077829790,4566667,Card,11/29/2020 23:11
458739,Jordan 2,71,55635652553,458739,Cash,12/25/2020 2:32
7828537,Exer 2,48,68863939146,7828537,POD,1/12/2021 1:06
7857354,Hunch 7,73,42260700855,7857354,POD,10/6/2020 21:20
9888784,Air Max 7,28,25097776972,9888784,Card,10/20/2020 18:58
9418636,Pro Run 2,98,44665503977,9418636,Cash,10/20/2020 20:59
8792118,Hunch 2,73,15559313539,8792118,Card,2/7/2021 5:24
5947966,Free Run 9,16,27610307624,5947966,Card,12/23/2020 3:54
3045503,Soccer 4,64,53007805956,3045503,POD,12/7/2020 5:41
1207059,Run 5,12,75375897878,1207059,Card,1/12/2021 5:55
2453888,Jordan Pro 5,2,97031710399,2453888,Cash,12/18/2020 15:45
204384,Air 8,86,92952854533,204384,POD,1/21/2021 17:11
1392582,Jordan 10,61,50610822205,1392582,Card,10/26/2020 11:21
9282274,Air 4,11,17066258677,9282274,Card,10/8/2020 18:02
1100491,Pro Run 7,68,26200632125,1100491,Cash,10/28/2020 16:49
8203315,Run 4,6,86857803167,8203315,Cash,2/10/2021 7:54
7231821,Raft 5,67,78685382358,7231821,POD,2/2/2021 2:20
3872383,Jordan Pro 6,78,14570748458,3872383,Card,10/22/2020 12:28
7635031,Air 4,19,66248413712,7635031,Card,1/31/2021 1:40
3694581,Run Max 9,4,38373883958,3694581,Card,11/4/2020 15:36
3786838,Insane 3,100,67277761936,3786838,POD,12/12/2020 17:39
2420366,Run Max 7,97,79118482158,2420366,Card ,10/8/2020 0:29
988136,Air Max 1,100,79208891259,988136,POD,1/14/2021 0:02
4611902,Exer 9,18,65787145811,4611902,POD,1/18/2021 16:01
1109137,Free Run 9,26,59678732917,1109137,POD,10/15/2020 12:24
5055751,Pro Run 3,90,43142410421,5055751,Card,12/27/2020 6:48
2276892,Com 4,60,88291527484,2276892,Card,11/15/2020 12:24
8963713,Run 8,8,11488797634,8963713,POD,1/18/2021 4:19
4042838,Free Run 4,82,13106762016,4042838,Card,11/4/2020 7:56
3119483,Jordan 5,50,88686215262,3119483,Cash,1/18/2021 22:46
2757114,Raft 4,68,46140144166,2757114,Cash,11/10/2020 22:18
7696775,Soccer 3,55,81992501051,7696775,Card ,12/18/2020 11:31
8776272,Run Max 3,7,79396459668,8776272,Card,12/23/2020 1:25
7663183,Raft 7,94,80177282456,7663183,Cash,2/5/2021 10:33
6551219,Exer 10,25,87856704132,6551219,POD,11/18/2020 15:00
484477,Free Run 6,51,35166797682,484477,Card,10/10/2020 9:04
2799385,Raft 8,2,96842509317,2799385,Card,1/21/2021 6:42
4907431,Run Max 8,14,67257922034,4907431,POD,10/6/2020 1:00
2259281,Hunch 2,53,15901911189,2259281,POD,12/27/2020 0:00
5888214,Air 5,69,90204538073,5888214,Card ,12/8/2020 9:36
8469314,Jordan 10,45,73608550301,8469314,Card,10/27/2020 11:07
4023664,Air Max 3,81,82690904414,4023664,Cash,1/7/2021 5:36
7174279,Raft 1,39,12391678273,7174279,Card,1/4/2021 17:52
2951914,Max 9,16,29962828124,2951914,Cash,1/13/2021 11:10
4382543,Run Max 8,54,83948671508,4382543,Cash,12/13/2020 6:31
6052481,Max 9,55,23447049060,6052481,Cash,12/24/2020 18:36
4732045,Insane 8,90,67150663544,4732045,Card,12/8/2020 11:08
8978809,Air 3,79,52181671994,8978809,Card,12/22/2020 11:21
5694781,Free Run 1,75,92508359010,5694781,POD,11/23/2020 20:34
6842077,Air Max 7,71,89150664345,6842077,Card ,2/3/2021 14:25
3831530,Run 9,64,86142405764,3831530,Card ,10/22/2020 5:05
4271065,Hunch 2,84,99084793602,4271065,Cash,1/7/2021 16:07
1905784,Free Run 5,37,61134465215,1905784,Cash,11/13/2020 12:46
3211290,Max 1,28,77825895836,3211290,POD,11/29/2020 4:49
7508264,Air 1,91,73904838539,7508264,POD,10/30/2020 10:28
2057822,Jordan 2,12,14991673151,2057822,POD,11/26/2020 11:31
5875185,Jordan 5,36,66283770396,5875185,POD,10/18/2020 4:50
352675,Run Max 7,94,60773584613,352675,POD,10/14/2020 22:47
9130175,Air 8,56,20059755367,9130175,Card ,10/3/2020 1:23
7014073,Free Run 8,30,27964722567,7014073,Cash,10/22/2020 20:29
606405,Insane 7,49,77085302379,606405,Card,1/10/2021 11:26
4540937,Jordan Pro 4,23,56367279140,4540937,Card,11/28/2020 13:13
1354999,Hunch 10,38,48440391590,1354999,Card,11/26/2020 15:30
413384,Max 10,36,14677160804,413384,Cash,1/26/2021 10:41
2635759,Jordan 3,86,81141397377,2635759,Cash,2/9/2021 10:23
9793189,Run 8,51,91422645899,9793189,Card,11/3/2020 0:31
957088,Hunch 6,81,90321631491,957088,POD,10/3/2020 15:59
9165365,Soccer 6,64,61335468993,9165365,Cash,11/4/2020 14:57
6775259,Raft 7,69,41277462608,6775259,POD,10/4/2020 22:57
6277159,Soccer 7,30,16981294269,6277159,Cash,12/2/2020 16:22
6347988,Com 4,13,44460042644,6347988,Cash,12/18/2020 1:47
3621045,Hunch 9,67,16893728128,3621045,Card,1/4/2021 18:55
8391369,Pro Run 6,93,47153204947,8391369,Card,1/21/2021 9:50
6466938,Free Run 10,71,31662492285,6466938,Card ,2/3/2021 20:48
2615580,Hunch 2,2,95901593072,2615580,POD,10/25/2020 21:11
3211874,Run 1,55,68148121882,3211874,Cash,11/19/2020 20:40
5990085,Raft 3,75,10906192493,5990085,Card,10/5/2020 9:56
2234267,Jordan 9,91,18338046926,2234267,Cash,12/28/2020 10:19
6161157,Exer 8,75,51601797564,6161157,Cash,10/31/2020 19:37
1230037,Exer 5,51,62871017384,1230037,Card,10/22/2020 16:44
4130656,Run Max 3,28,32830170622,4130656,POD,11/28/2020 11:48
8613082,Run 5,68,33649830609,8613082,Card,10/8/2020 12:28
5916304,Run Max 7,50,78408632193,5916304,Card ,1/28/2021 19:52
5981514,Com 2,8,30143430379,5981514,Cash,11/23/2020 12:22
8582179,Insane 4,61,30383635259,8582179,Cash,10/6/2020 2:44
9637126,Run Max 7,91,27055496213,9637126,Card ,10/18/2020 5:34
1511449,Insane 2,49,18280436005,1511449,Card,11/24/2020 18:58
306418,Jordan Pro 8,55,48930853535,306418,Cash,10/18/2020 15:46
6562101,Run 5,19,35716794045,6562101,Card,1/28/2021 12:30
3702085,Air 10,80,11528590279,3702085,Cash,10/5/2020 3:29
8884603,Com 2,88,52558545104,8884603,Card ,11/14/2020 18:58
4614819,Air Max 2,87,37433420000,4614819,Card ,10/25/2020 19:59
9202223,Jordan Pro 6,95,40322706110,9202223,Card,10/28/2020 11:04
7325257,Raft 6,14,63669773672,7325257,Card,1/9/2021 3:40
5292950,Exer 8,52,49604017384,5292950,Cash,1/15/2021 1:07
3478234,Com 6,17,30025370963,3478234,Card,12/15/2020 1:44
4562173,Run Max 4,70,63285963590,4562173,Card,10/13/2020 21:29
3425041,Jordan Pro 5,53,94230156480,3425041,Card ,2/9/2021 2:18
6571541,Soccer 5,89,18034287282,6571541,POD,12/16/2020 2:06
451148,Hunch 3,1,42033453145,451148,POD,10/8/2020 9:48
1543806,Free Run 7,32,12396755506,1543806,Card,10/5/2020 2:27
4031885,Run 1,99,19463027959,4031885,POD,2/7/2021 12:43
6212241,Max 7,52,87593810765,6212241,POD,1/20/2021 22:03
1668071,Raft 1,67,25574840679,1668071,Card,1/13/2021 11:35
9932027,Run 9,34,36576420392,9932027,Card,10/14/2020 0:52
8476558,Air Max 5,29,58271285790,8476558,Card,1/18/2021 20:50
7622620,Free Run 8,2,40014707920,7622620,POD,11/15/2020 6:52
6312148,Max 4,13,74398464066,6312148,Cash,11/5/2020 23:39
8113273,Insane 1,23,59552349469,8113273,Card,1/27/2021 16:36
1257337,Run Max 2,34,32680554406,1257337,Cash,1/18/2021 6:41
4804291,Soccer 10,98,54473546255,4804291,Card,1/10/2021 5:40
7687114,Hunch 5,91,42299503142,7687114,Card,2/7/2021 6:49
2966677,Jordan Pro 7,88,49299863534,2966677,Card,10/25/2020 12:57
1010245,Soccer 9,70,70232224293,1010245,Card,1/16/2021 7:45
3164979,Free Run 2,59,99866696217,3164979,POD,12/7/2020 7:01
9705209,Hunch 10,19,41282482261,9705209,Card,12/22/2020 13:42
1149185,Soccer 3,40,75140666470,1149185,POD,12/24/2020 9:53
6384797,Max 6,64,71880758245,6384797,Cash,12/23/2020 23:15
4429811,Hunch 7,2,42243079647,4429811,POD,10/6/2020 0:17
8305136,Hunch 10,82,61537881730,8305136,Cash,10/21/2020 22:03
7462723,Air Max 6,92,10446830563,7462723,Card,12/9/2020 12:17
4759866,Air Max 3,96,66492037677,4759866,POD,10/11/2020 3:58
6958756,Run 3,50,61946257328,6958756,POD,1/12/2021 9:43
2027942,Hunch 1,78,69579727141,2027942,Card,12/30/2020 12:00
7626003,Jordan Pro 4,15,98405241183,7626003,Cash,1/6/2021 16:12
6447524,Air Max 5,59,28246529461,6447524,Card ,10/25/2020 4:38
9222824,Exer 7,95,64375774486,9222824,Card,1/2/2021 3:39
8332788,Air 9,10,82933315980,8332788,POD,11/11/2020 19:14
459461,Run 4,64,49995976788,459461,POD,11/3/2020 22:46
6406768,Jordan Pro 10,20,54059836618,6406768,Card,1/30/2021 19:57
7199711,Pro Run 1,31,74923827600,7199711,Card,1/6/2021 13:19
754113,Exer 3,33,70615040051,754113,Cash,10/27/2020 6:31
5592652,Air 5,41,95083970574,5592652,Cash,10/24/2020 6:42
3012118,Soccer 7,47,31530440587,3012118,POD,10/10/2020 8:49
9301584,Free Run 9,29,17025372096,9301584,Card ,2/5/2021 11:22
6759394,Jordan Pro 2,5,88198286560,6759394,POD,11/17/2020 13:30
2057609,Pro Run 9,12,97869557496,2057609,Cash,2/9/2021 1:09
176804,Soccer 5,30,43514795935,176804,Card ,11/5/2020 21:45
9115376,Soccer 4,100,30803082856,9115376,Cash,11/2/2020 8:13
7225769,Air 9,89,67933030753,7225769,Card,11/28/2020 22:47
754208,Pro Run 10,53,38178638615,754208,Cash,1/30/2021 5:19
3061387,Free Run 7,38,28740334419,3061387,POD,1/31/2021 16:41
6368548,Com 1,39,90386983608,6368548,Card,11/21/2020 3:14
423784,Raft 8,100,71848131379,423784,Card,1/28/2021 9:31
4038374,Exer 7,86,63709251986,4038374,POD,11/10/2020 12:12
6687405,Exer 9,11,46424128477,6687405,Card ,12/4/2020 3:27
7894280,Raft 6,15,84301117957,7894280,Card,1/3/2021 8:39
1299143,Run 6,53,92001674988,1299143,Cash,12/3/2020 15:34
8346395,Run Max 2,50,32540402932,8346395,Card ,12/11/2020 14:33
7712006,Run 7,37,62520618916,7712006,Card,10/16/2020 15:38
679693,Air 5,51,21780850623,679693,Cash,12/27/2020 6:46
4030897,Insane 2,79,77960279237,4030897,Cash,1/19/2021 8:40
2258260,Max 10,84,32932316050,2258260,Cash,10/21/2020 9:30
6892229,Raft 6,80,25751783335,6892229,Card,12/3/2020 11:27
6238494,Insane 1,8,75220671189,6238494,Card,11/5/2020 16:45
8319620,Pro Run 4,55,80022981570,8319620,Card,10/24/2020 15:30
7108429,Jordan 1,90,32041788582,7108429,Card,10/29/2020 12:53
778076,Pro Run 6,78,15084532687,778076,Cash,2/4/2021 9:49
2351335,Max 5,84,37510353067,2351335,Cash,11/15/2020 17:49
9209676,Raft 9,19,50785064452,9209676,POD,1/31/2021 11:19
6689380,Jordan Pro 1,81,58836625869,6689380,POD,1/20/2021 19:32
7747210,Soccer 1,91,77564396256,7747210,Cash,11/18/2020 20:06
5009619,Free Run 3,77,71593344600,5009619,Card,11/25/2020 8:01
6518406,Free Run 7,17,32661931033,6518406,POD,11/28/2020 23:41
8225576,Jordan Pro 6,97,89680359743,8225576,POD,2/6/2021 23:30
6376352,Air Max 1,25,36466332568,6376352,POD,11/10/2020 0:20
7772879,Hunch 5,14,23820799076,7772879,POD,11/9/2020 19:06
5415889,Jordan Pro 6,48,78097845685,5415889,Cash,1/27/2021 20:45
7937231,Free Run 5,39,13386169198,7937231,Card ,1/9/2021 11:50
8977407,Max 5,90,12975855613,8977407,Card ,10/31/2020 6:50
156838,Hunch 1,66,85057520297,156838,Card,11/21/2020 13:02
6581599,Exer 7,27,50010621068,6581599,POD,10/27/2020 20:15
7876169,Hunch 3,76,74139480166,7876169,POD,1/1/2021 3:20
9429450,Run Max 2,67,37436746193,9429450,Card,1/28/2021 0:10
6100907,Free Run 3,93,97814807807,6100907,Card,12/26/2020 13:47
4173984,Com 10,17,78179217607,4173984,Card,1/5/2021 12:30
9864860,Jordan Pro 9,74,11951739270,9864860,POD,12/30/2020 11:48
8678783,Max 5,4,75662698769,8678783,Card,2/7/2021 13:08
6109662,Exer 1,34,68321456772,6109662,POD,11/26/2020 23:02
3927450,Exer 2,67,28197206615,3927450,POD,11/25/2020 20:15
9365896,Jordan 3,18,85848568834,9365896,Card ,12/28/2020 17:30
1999945,Insane 7,66,61666789230,1999945,Cash,1/9/2021 3:30
6167925,Com 9,73,64246561340,6167925,Card ,12/15/2020 13:03
1161781,Max 3,46,46385762826,1161781,Card,10/8/2020 8:49
3323934,Insane 8,56,81412148278,3323934,Card,12/30/2020 10:02
1505739,Jordan Pro 4,42,62348210769,1505739,Card,12/20/2020 5:26
8812705,Jordan 4,84,97865710169,8812705,Card ,10/25/2020 3:36
2448265,Hunch 3,77,59230777820,2448265,POD,12/5/2020 2:49
9807806,Pro Run 6,90,45662748309,9807806,Cash,11/1/2020 8:50
2461935,Free Run 8,43,43133549540,2461935,POD,1/16/2021 11:09
180633,Run 2,83,15309227931,180633,Card,12/24/2020 19:10
1941188,Run Max 5,32,36364886140,1941188,Cash,10/8/2020 17:04
6429423,Jordan 1,75,11176417294,6429423,POD,1/11/2021 3:48
3890944,Insane 1,13,70236837585,3890944,Card,10/29/2020 4:16
9635464,Max 4,31,32292499142,9635464,Cash,11/13/2020 13:33
3436515,Com 5,71,75795134680,3436515,Card,10/23/2020 13:03
4679274,Run Max 9,35,78008619865,4679274,Card ,2/1/2021 12:25
5007456,Run 5,98,97456059175,5007456,Cash,10/9/2020 7:55
9218796,Exer 1,78,18469235440,9218796,Card ,10/17/2020 14:42
1620946,Jordan Pro 5,63,72583844605,1620946,Cash,12/6/2020 6:04
4794514,Max 6,95,13532560387,4794514,POD,11/23/2020 21:26
7921526,Run Max 9,99,27674960173,7921526,Card ,12/4/2020 14:04
7806180,Com 4,81,97527890126,7806180,Cash,10/5/2020 22:33
1578910,Insane 1,19,69179070146,1578910,Cash,10/20/2020 2:11
1286953,Hunch 3,62,20776323228,1286953,Card,11/20/2020 7:44
232302,Jordan 8,72,15015488152,232302,Cash,2/5/2021 2:23
9355960,Air 4,69,81146844844,9355960,Card,10/10/2020 20:58
7940737,Max 3,68,10473979383,7940737,Cash,1/9/2021 12:32
2529126,Hunch 10,32,47512732129,2529126,Card,10/4/2020 0:50
1071071,Exer 8,67,91460560827,1071071,Cash,12/25/2020 23:42
1843837,Insane 4,64,74063804305,1843837,Cash,11/24/2020 20:42
3943010,Run Max 5,19,79910175739,3943010,POD,11/6/2020 7:04
4923026,Jordan 10,43,40578804789,4923026,Cash,11/3/2020 3:02
2079946,Free Run 4,49,43936403053,2079946,POD,1/11/2021 23:07
4100387,Jordan 1,84,76918189772,4100387,POD,12/18/2020 2:57
3416566,Soccer 10,2,69532895957,3416566,Card,12/15/2020 8:21
3377493,Exer 5,5,85343130288,3377493,Card ,10/31/2020 17:37
3971440,Air 10,94,76187233145,3971440,POD,1/29/2021 23:18
7716827,Exer 10,18,24403575991,7716827,Card ,12/20/2020 20:31
3375423,Max 6,22,16803994901,3375423,Card,2/8/2021 16:39
3422204,Exer 1,56,31869442382,3422204,Card ,11/11/2020 20:55
1793031,Jordan Pro 4,19,71270016856,1793031,Cash,12/27/2020 9:14
6244064,Max 2,84,91009989038,6244064,Card,10/28/2020 21:03
3497546,Jordan 4,69,35625766442,3497546,Card,1/26/2021 3:07
2559398,Jordan 6,86,77615644036,2559398,Cash,12/3/2020 22:42
9542145,Free Run 1,30,91989943831,9542145,POD,12/20/2020 4:38
5171825,Jordan 7,98,39920066720,5171825,Card ,1/13/2021 1:50
4821259,Hunch 2,27,16017782117,4821259,POD,10/11/2020 1:41
3219936,Hunch 7,84,84386905522,3219936,Card,10/26/2020 23:46
6084200,Insane 4,73,57443596840,6084200,Cash,12/6/2020 13:14
5682155,Jordan Pro 5,100,54673087222,5682155,POD,12/21/2020 8:13
570096,Jordan Pro 7,98,60657057456,570096,Card,10/21/2020 8:15
7796714,Run 7,23,55257342220,7796714,POD,1/21/2021 15:11
3150526,Free Run 1,9,84285500377,3150526,Card ,10/24/2020 14:55
6443710,Exer 6,62,55045184003,6443710,Cash,1/25/2021 5:37
5361178,Air Max 9,64,64651795610,5361178,POD,11/11/2020 16:54
3208747,Air Max 4,28,96778060681,3208747,Cash,11/25/2020 4:36
701908,Max 10,92,95111490747,701908,Card,10/12/2020 10:55
5371472,Insane 8,68,20646585727,5371472,POD,12/14/2020 6:51
4619235,Air 3,91,14483702469,4619235,POD,10/4/2020 0:59
1489979,Air 9,90,40016315724,1489979,Card,1/2/2021 13:22
3274091,Pro Run 8,63,57239155286,3274091,Card,1/4/2021 0:47
99799,Run Max 9,69,61272887274,99799,POD,11/29/2020 7:15
5637182,Jordan Pro 9,8,20506831378,5637182,Card,12/15/2020 14:35
304135,Soccer 2,22,81568117310,304135,Card,11/10/2020 9:22
1923200,Soccer 4,18,26552268201,1923200,Card,12/19/2020 17:18
9539141,Exer 10,81,47859589964,9539141,Cash,10/5/2020 20:19
8166776,Exer 4,4,56605666097,8166776,Card,1/11/2021 17:54
5737354,Run Max 10,21,91556293009,5737354,POD,12/15/2020 18:43
559915,Hunch 9,97,57756195149,559915,Card ,11/29/2020 6:05
4478478,Jordan 2,8,42858294665,4478478,Cash,12/19/2020 2:39
8226610,Soccer 6,64,25505707865,8226610,Card,11/25/2020 1:03
4113766,Max 7,47,14646661873,4113766,Cash,1/9/2021 21:55
8563159,Hunch 2,88,20011532142,8563159,POD,10/1/2020 12:36
220159,Pro Run 3,54,14272362071,220159,POD,10/14/2020 10:28
7082152,Com 6,92,80790713118,7082152,POD,12/27/2020 2:26
3552882,Insane 4,35,14088867482,3552882,Cash,12/12/2020 17:33
3131103,Max 1,91,82076059943,3131103,Card,1/1/2021 3:50
132912,Raft 2,91,47401174662,132912,Cash,12/13/2020 1:19
7174205,Free Run 1,58,41302623424,7174205,Card ,11/28/2020 22:44
898459,Insane 3,73,48419559237,898459,POD,2/7/2021 18:26
9548718,Exer 1,63,20045975795,9548718,Cash,1/17/2021 11:39
5782436,Jordan 9,7,71381804102,5782436,Cash,12/16/2020 9:49
1768649,Max 9,63,73379564789,1768649,Cash,10/3/2020 21:02
613833,Soccer 8,26,57635305348,613833,Cash,12/28/2020 18:59
2300663,Raft 6,35,72174088986,2300663,Cash,11/4/2020 3:41
5654192,Pro Run 7,66,79979867580,5654192,Card ,1/24/2021 9:43
4250766,Jordan Pro 10,98,90144511876,4250766,Card,12/10/2020 14:44
4299666,Insane 2,31,76634975482,4299666,Card ,12/24/2020 21:58
1162793,Hunch 2,47,92980140874,1162793,Cash,12/2/2020 2:27
4418559,Jordan Pro 5,70,91707956297,4418559,POD,12/1/2020 19:28
824154,Exer 6,58,54119809098,824154,Card ,11/18/2020 10:33
2251038,Exer 5,88,81864153682,2251038,Card,1/19/2021 18:33
7953128,Exer 4,9,23516155840,7953128,Cash,11/1/2020 0:04
6945641,Jordan 7,55,55979912726,6945641,Card,10/14/2020 7:30
4364098,Run 1,87,10613720651,4364098,Card,10/19/2020 8:18
5308837,Soccer 4,93,26502785714,5308837,POD,12/19/2020 3:56
2531024,Free Run 10,4,16620357153,2531024,Card ,11/16/2020 11:41
5152602,Com 1,40,82236807868,5152602,Card,11/23/2020 4:37
6801656,Soccer 5,44,89001935607,6801656,POD,12/17/2020 18:28
5549262,Hunch 2,16,85116399993,5549262,Card,10/18/2020 8:36
3890082,Free Run 2,68,44047832177,3890082,Card,10/13/2020 19:15
1714252,Air Max 2,70,12978567375,1714252,POD,1/9/2021 15:01
1696875,Pro Run 5,94,36344621970,1696875,Card,11/13/2020 17:28
9487420,Air Max 10,29,43739858760,9487420,Cash,11/3/2020 17:05
2541952,Max 9,89,60479751826,2541952,Card ,1/6/2021 1:03
9796098,Soccer 6,97,13596706073,9796098,Card,11/4/2020 13:01
5046430,Exer 4,6,72293515458,5046430,Card,11/29/2020 2:21
3917732,Pro Run 4,74,88483262050,3917732,Card,11/3/2020 17:33
9280534,Pro Run 3,94,50705757953,9280534,Card,1/16/2021 8:10
3088811,Pro Run 10,87,20009777600,3088811,Cash,12/18/2020 22:09
6500953,Insane 1,37,71524477879,6500953,POD,10/1/2020 19:19
7106845,Soccer 2,37,16934715999,7106845,Card,1/22/2021 21:46
3043232,Air 5,45,43073831487,3043232,Card,11/24/2020 20:45
2316801,Jordan Pro 8,82,53464475950,2316801,Cash,11/18/2020 22:01
